VERSION,5.2,AQUAtalk:V4.42,OS:V6.2,,,,,,,,,,,,,,,
LOGGER TYPE,AQUAlogger 310TYPT5 max50m ,,,,,,,,,,,,,,,,,
LOGGER,2554-327,,,,,,,,,,,,,,,,,
REGIME,,,,,,,,,,,,,,,,,,
REGIME TITLE, Logging Mode, Start At, Burst Mode, Interval, Samples Per Burst, Within Burst Sample Rate, Samples Per Average, Intermittent Logging, Hours per Day, Days per Month, Months per Year,,,,,,,
Sample,30/09/2024 20:06,23,9366012,5.403203,8388485,0.038731,12179423,18.472222,3240750,1.057499,140.580002,110.900002,115.5936,,0.766787,,231.187195,
Sample,30/09/2024 20:06,23,9365971,5.402978,8388477,0.038687,12179412,18.472348,3240753,1.0575,140.580002,111.400002,115.5936,,0.766802,,231.187195,
Sample,30/09/2024 20:06,23,9365922,5.402708,8388483,0.03872,12179404,18.472439,3240785,1.05751,140.600006,111.300003,115.610051,,0.766963,,231.220108,
Sample,30/09/2024 20:06,23,9366198,5.404226,8388482,0.038714,12179482,18.471549,3240799,1.057515,140.619995,114.5,115.626488,,0.767033,,231.252975,
Sample,30/09/2024 20:06,23,9366051,5.403417,8388483,0.03872,12179417,18.472291,3240853,1.057533,140.619995,114.099998,115.626488,,0.767305,,231.252975,
Sample,30/09/2024 20:06,23,9366005,5.403165,8388483,0.03872,12179371,18.472815,3240754,1.0575,140.610001,113.199997,115.618269,,0.766807,,231.236542,
Sample,30/09/2024 20:06,23,9365944,5.402829,8388474,0.03867,12179374,18.472781,3240786,1.057511,140.630005,110.900002,115.63472,,0.766968,,231.26944,
Sample,30/09/2024 20:06,23,9365908,5.402631,8388477,0.038687,12179361,18.472929,3240799,1.057515,140.619995,113.300003,115.626488,,0.767033,,231.252975,
Sample,30/09/2024 20:07,23,9366168,5.404061,8388481,0.038709,12179433,18.472108,3240918,1.057554,140.639999,111,115.642939,,0.767632,,231.285873,
Sample,30/09/2024 20:07,23,9366055,5.403439,8388480,0.038703,12179363,18.472907,3240937,1.05756,140.639999,112.099998,115.642939,,0.767727,,231.285873,
Sample,30/09/2024 20:07,23,9365989,5.403077,8388481,0.038709,12179343,18.473135,3240872,1.057539,140.649994,112.5,115.651158,,0.7674,,231.302322,
Sample,30/09/2024 20:07,23,9365944,5.402829,8388480,0.038703,12179325,18.47334,3240908,1.057551,140.669998,113.099998,115.667608,,0.767582,,231.33522,
Sample,30/09/2024 20:07,23,9365901,5.402593,8388481,0.038709,12179327,18.473317,3240826,1.057524,140.660004,111.699997,115.659389,,0.767169,,231.318771,
Sample,30/09/2024 20:07,23,9366170,5.404072,8388482,0.038714,12179403,18.47245,3240893,1.057546,140.639999,112.699997,115.642939,,0.767506,,231.285873,
Sample,30/09/2024 20:07,23,9366052,5.403423,8388482,0.038714,12179330,18.473283,3240919,1.057554,140.630005,112,115.63472,,0.767637,,231.26944,
Sample,30/09/2024 20:07,23,9365976,5.403005,8388478,0.038692,12179317,18.473431,3240885,1.057543,140.610001,111.400002,115.618269,,0.767466,,231.236542,
Sample,30/09/2024 20:07,23,9365922,5.402708,8388478,0.038692,12179300,18.473625,3240887,1.057544,140.600006,112.900002,115.610051,,0.767476,,231.220108,
Sample,30/09/2024 20:07,23,9365887,5.402516,8388478,0.038692,12179301,18.473614,3240863,1.057536,140.589996,113.199997,115.601819,,0.767355,,231.203644,
Sample,30/09/2024 20:07,23,9366150,5.403962,8388482,0.038714,12179359,18.472952,3240896,1.057547,140.559998,112.699997,115.57715,,0.767521,,231.154297,
Sample,30/09/2024 20:07,23,9366029,5.403297,8388478,0.038692,12179315,18.473454,3240877,1.057541,140.569992,113.900002,115.585369,,0.767426,,231.170731,
Sample,30/09/2024 20:07,23,9365953,5.402879,8388478,0.038692,12179271,18.473956,3240856,1.057534,140.569992,111.599998,115.585369,,0.76732,,231.170731,
Sample,30/09/2024 20:07,23,9365900,5.402587,8388482,0.038714,12179265,18.474024,3240822,1.057523,140.559998,114.400002,115.57715,,0.767149,,231.154297,
Sample,30/09/2024 20:07,23,9365867,5.402406,8388479,0.038698,12179247,18.47423,3240790,1.057512,140.569992,112.599998,115.585369,,0.766988,,231.170731,
Sample,30/09/2024 20:07,23,9366134,5.403874,8388481,0.038709,12179328,18.473306,3240811,1.057519,140.569992,112,115.585369,,0.767094,,231.170731,
Sample,30/09/2024 20:07,23,9366016,5.403225,8388484,0.038725,12179267,18.474002,3240860,1.057535,140.569992,114.5,115.585369,,0.76734,,231.170731,
Sample,30/09/2024 20:07,23,9365942,5.402818,8388480,0.038703,12179248,18.474218,3240774,1.057507,140.559998,112.199997,115.57715,,0.766907,,231.154297,
Sample,30/09/2024 20:07,23,9365893,5.402549,8388479,0.038698,12179248,18.474218,3240751,1.057499,140.559998,112.699997,115.57715,,0.766792,,231.154297,
Sample,30/09/2024 20:07,23,9365858,5.402356,8388479,0.038698,12179227,18.474458,3240748,1.057498,140.559998,111.099998,115.57715,,0.766777,,231.154297,
Sample,30/09/2024 20:07,23,9366120,5.403797,8388479,0.038698,12179289,18.473751,3240876,1.05754,140.529999,113.5,115.55248,,0.767421,,231.104965,
Sample,30/09/2024 20:07,23,9366002,5.403148,8388482,0.038714,12179224,18.474492,3240832,1.057526,140.540009,114.400002,115.560712,,0.767199,,231.121429,
Sample,30/09/2024 20:07,23,9365926,5.40273,8388480,0.038703,12179207,18.474686,3240901,1.057549,140.550003,112.199997,115.568931,,0.767546,,231.137863,
Sample,30/09/2024 20:07,23,9365862,5.402378,8388482,0.038714,12179202,18.474743,3240853,1.057533,140.540009,112.300003,115.560712,,0.767305,,231.121429,
Sample,30/09/2024 20:07,23,9365823,5.402164,8388477,0.038687,12179187,18.474914,3240844,1.05753,140.529999,112.599998,115.55248,,0.76726,,231.104965,
Sample,30/09/2024 20:07,23,9366100,5.403687,8388482,0.038714,12179275,18.47391,3240918,1.057554,140.509995,113.400002,115.53603,,0.767632,,231.072067,
Sample,30/09/2024 20:07,23,9365985,5.403055,8388484,0.038725,12179197,18.4748,3240948,1.057564,140.509995,111.199997,115.53603,,0.767783,,231.072067,
Sample,30/09/2024 20:07,23,9365920,5.402697,8388479,0.038698,12179178,18.475017,3240905,1.05755,140.519989,113.599998,115.544249,,0.767566,,231.088501,
Sample,30/09/2024 20:07,23,9365868,5.402411,8388482,0.038714,12179156,18.475268,3240849,1.057531,140.519989,113.800003,115.544249,,0.767285,,231.088501,
Sample,30/09/2024 20:07,23,9365827,5.402186,8388480,0.038703,12179141,18.475439,3240879,1.057541,140.509995,114,115.53603,,0.767436,,231.072067,
Sample,30/09/2024 20:08,23,9366096,5.403665,8388477,0.038687,12179240,18.47431,3241076,1.057606,140.519989,112.5,115.544249,,0.768426,,231.088501,
Sample,30/09/2024 20:08,23,9365954,5.402884,8388481,0.038709,12179155,18.475279,3241088,1.05761,140.519989,113.599998,115.544249,,0.768487,,231.088501,
Sample,30/09/2024 20:08,23,9365898,5.402576,8388475,0.038676,12179142,18.475427,3241023,1.057589,140.509995,112.599998,115.53603,,0.76816,,231.072067,
Sample,30/09/2024 20:08,23,9365862,5.402378,8388482,0.038714,12179136,18.475496,3241101,1.057614,140.519989,114.5,115.544249,,0.768552,,231.088501,
Sample,30/09/2024 20:08,23,9365822,5.402158,8388480,0.038703,12179127,18.475598,3241072,1.057605,140.5,115.199997,115.527811,,0.768406,,231.055618,
Sample,30/09/2024 20:08,23,9366086,5.40361,8388481,0.038709,12179191,18.474868,3241121,1.057621,140.509995,114.199997,115.53603,,0.768653,,231.072067,
Sample,30/09/2024 20:08,23,9365957,5.402901,8388479,0.038698,12179143,18.475416,3241093,1.057612,140.5,114.5,115.527811,,0.768512,,231.055618,
Sample,30/09/2024 20:08,23,9365885,5.402505,8388480,0.038703,12179094,18.475975,3240985,1.057576,140.509995,113.099998,115.53603,,0.767969,,231.072067,
Sample,30/09/2024 20:08,23,9365834,5.402224,8388480,0.038703,12179096,18.475952,3241071,1.057604,140.519989,114.099998,115.544249,,0.768401,,231.088501,
Sample,30/09/2024 20:08,23,9365802,5.402049,8388481,0.038709,12179086,18.476066,3241024,1.057589,140.509995,112.400002,115.53603,,0.768165,,231.072067,
Sample,30/09/2024 20:08,23,9366075,5.403549,8388480,0.038703,12179175,18.475051,3241034,1.057592,140.540009,114,115.560712,,0.768215,,231.121429,
Sample,30/09/2024 20:08,23,9365947,5.402846,8388478,0.038692,12179112,18.475769,3240975,1.057573,140.540009,113,115.560712,,0.767919,,231.121429,
Sample,30/09/2024 20:08,23,9365877,5.402461,8388477,0.038687,12179082,18.476112,3241035,1.057593,140.529999,113.900002,115.55248,,0.76822,,231.104965,
Sample,30/09/2024 20:08,23,9365821,5.402153,8388482,0.038714,12179062,18.47634,3240949,1.057564,140.529999,112.800003,115.55248,,0.767788,,231.104965,
Sample,30/09/2024 20:08,23,9365784,5.40195,8388479,0.038698,12179058,18.476385,3240955,1.057566,140.519989,115.300003,115.544249,,0.767818,,231.088501,
Sample,30/09/2024 20:08,23,9366059,5.403461,8388482,0.038714,12179130,18.475564,3241033,1.057592,140.529999,113.199997,115.55248,,0.76821,,231.104965,
Sample,30/09/2024 20:08,23,9365916,5.402675,8388479,0.038698,12179061,18.476351,3240880,1.057542,140.519989,113.199997,115.544249,,0.767441,,231.088501,
Sample,30/09/2024 20:08,23,9365861,5.402373,8388483,0.03872,12179058,18.476385,3240886,1.057544,140.509995,114.599998,115.53603,,0.767471,,231.072067,
Sample,30/09/2024 20:08,23,9365809,5.402087,8388478,0.038692,12179034,18.476659,3240948,1.057564,140.519989,114.900002,115.544249,,0.767783,,231.088501,
Sample,30/09/2024 20:08,23,9365759,5.401812,8388483,0.03872,12179024,18.476773,3240984,1.057576,140.490005,113.800003,115.519592,,0.767964,,231.039185,
Sample,30/09/2024 20:08,23,9366031,5.403308,8388478,0.038692,12179106,18.475838,3241064,1.057602,140.470001,112.800003,115.503142,,0.768366,,231.006287,
Sample,30/09/2024 20:08,23,9365916,5.402675,8388480,0.038703,12179048,18.476499,3241099,1.057614,140.459991,113.599998,115.49491,,0.768542,,230.989822,
Sample,30/09/2024 20:08,23,9365852,5.402323,8388481,0.038709,12179021,18.476807,3241015,1.057586,140.459991,113.5,115.49491,,0.76812,,230.989822,
Sample,30/09/2024 20:08,23,9365801,5.402043,8388484,0.038725,12178999,18.477058,3241035,1.057593,140.459991,111.900002,115.49491,,0.76822,,230.989822,
Sample,30/09/2024 20:08,23,9365760,5.401818,8388485,0.038731,12179007,18.476967,3240995,1.057579,140.470001,114.900002,115.503142,,0.768019,,231.006287,
Sample,30/09/2024 20:08,23,9366026,5.40328,8388478,0.038692,12179076,18.47618,3241197,1.057646,140.470001,113.800003,115.503142,,0.769035,,231.006287,
Sample,30/09/2024 20:08,23,9365903,5.402604,8388479,0.038698,12179012,18.47691,3241093,1.057612,140.480011,114.300003,115.511373,,0.768512,,231.022751,
Sample,30/09/2024 20:08,23,9365837,5.402241,8388478,0.038692,12178993,18.477127,3241280,1.057673,140.449997,112.300003,115.486691,,0.769452,,230.973389,
Sample,30/09/2024 20:08,23,9365786,5.401961,8388483,0.03872,12178979,18.477286,3241203,1.057648,140.430008,115.199997,115.470254,,0.769065,,230.940506,
Sample,30/09/2024 20:08,23,9365737,5.401691,8388481,0.038709,12178974,18.477343,3241197,1.057646,140.419998,113.599998,115.462022,,0.769035,,230.924042,
Sample,30/09/2024 20:09,23,9366008,5.403181,8388484,0.038725,12179039,18.476602,3241213,1.057651,140.369995,112.800003,115.420902,,0.769115,,230.841812,
Sample,30/09/2024 20:09,23,9365886,5.40251,8388484,0.038725,12178982,18.477252,3241182,1.057641,140.399994,113.599998,115.445572,,0.76896,,230.891144,
Sample,30/09/2024 20:09,23,9365817,5.402131,8388479,0.038698,12178968,18.477412,3241163,1.057635,140.389999,111.599998,115.437353,,0.768864,,230.87471,
Sample,30/09/2024 20:09,23,9365781,5.401933,8388483,0.03872,12178967,18.477423,3241219,1.057653,140.360001,114.300003,115.412683,,0.769146,,230.825363,
Sample,30/09/2024 20:09,23,9365734,5.401675,8388480,0.038703,12178959,18.477514,3241152,1.057631,140.380005,113.099998,115.429134,,0.768809,,230.858261,
Sample,30/09/2024 20:09,23,9366000,5.403137,8388479,0.038698,12179031,18.476693,3241159,1.057633,140.350006,113.099998,115.404465,,0.768844,,230.808929,
Sample,30/09/2024 20:09,23,9365870,5.402422,8388483,0.03872,12178963,18.477469,3241198,1.057646,140.350006,115.400002,115.404465,,0.76904,,230.808929,
Sample,30/09/2024 20:09,23,9365802,5.402049,8388480,0.038703,12178955,18.47756,3240792,1.057513,140.350006,114.5,115.404465,,0.766998,,230.808929,
Sample,30/09/2024 20:09,23,9365754,5.401785,8388482,0.038714,12178921,18.477948,3240725,1.057491,140.360001,113.300003,115.412683,,0.766661,,230.825363,
Sample,30/09/2024 20:09,23,9365716,5.401576,8388482,0.038714,12178924,18.477914,3240639,1.057462,140.339996,112.199997,115.396233,,0.766228,,230.792465,
Sample,30/09/2024 20:09,23,9365985,5.403055,8388487,0.038742,12179020,18.476819,3240685,1.057478,140.360001,114.300003,115.412683,,0.76646,,230.825363,
Sample,30/09/2024 20:09,23,9365853,5.402329,8388482,0.038714,12178941,18.47772,3240713,1.057487,140.360001,113.300003,115.412683,,0.7666,,230.825363,
Sample,30/09/2024 20:09,23,9365784,5.40195,8388479,0.038698,12178927,18.477879,3240621,1.057456,140.369995,112.5,115.420902,,0.766138,,230.841812,
Sample,30/09/2024 20:09,23,9365740,5.401708,8388484,0.038725,12178914,18.478028,3240652,1.057467,140.360001,113.900002,115.412683,,0.766294,,230.825363,
Sample,30/09/2024 20:09,23,9365697,5.401471,8388486,0.038736,12178904,18.478142,3240505,1.057418,140.360001,113.599998,115.412683,,0.765554,,230.825363,
Sample,30/09/2024 20:09,23,9365967,5.402956,8388480,0.038703,12178977,18.477309,3240678,1.057475,140.389999,114.400002,115.437353,,0.766424,,230.87471,
Sample,30/09/2024 20:09,23,9365853,5.402329,8388483,0.03872,12178922,18.477936,3240518,1.057423,140.389999,114.300003,115.437353,,0.765619,,230.87471,
Sample,30/09/2024 20:09,23,9365774,5.401895,8388481,0.038709,12178873,18.478495,3240533,1.057428,140.369995,111.099998,115.420902,,0.765695,,230.841812,
Sample,30/09/2024 20:09,23,9365727,5.401636,8388482,0.038714,12178892,18.478279,3240489,1.057413,140.380005,114.300003,115.429134,,0.765473,,230.858261,
Sample,30/09/2024 20:09,23,9365686,5.401411,8388480,0.038703,12178879,18.478427,3240532,1.057427,140.399994,114.699997,115.445572,,0.76569,,230.891144,
Sample,30/09/2024 20:09,23,9365950,5.402862,8388481,0.038709,12178975,18.477332,3240605,1.057451,140.419998,112,115.462022,,0.766057,,230.924042,
Sample,30/09/2024 20:09,23,9365842,5.402268,8388475,0.038676,12178884,18.47837,3240621,1.057456,140.430008,113.099998,115.470254,,0.766138,,230.940506,
Sample,30/09/2024 20:09,23,9365761,5.401823,8388481,0.038709,12178877,18.47845,3240742,1.057496,140.440002,112.699997,115.478473,,0.766746,,230.95694,
Sample,30/09/2024 20:09,23,9365708,5.401532,8388481,0.038709,12178862,18.478621,3240602,1.05745,140.440002,113.5,115.478473,,0.766042,,230.95694,
Sample,30/09/2024 20:09,23,9365669,5.401317,8388477,0.038687,12178857,18.478678,3240776,1.057507,140.430008,111.300003,115.470254,,0.766917,,230.940506,
Sample,30/09/2024 20:09,23,9365937,5.402791,8388477,0.038687,12178936,18.477777,3240772,1.057506,140.449997,111.5,115.486691,,0.766897,,230.973389,
Sample,30/09/2024 20:09,23,9365817,5.402131,8388477,0.038687,12178881,18.478404,3240767,1.057504,140.470001,114.900002,115.503142,,0.766872,,231.006287,
Sample,30/09/2024 20:09,23,9365755,5.40179,8388484,0.038725,12178862,18.478621,3240841,1.057529,140.470001,114.800003,115.503142,,0.767244,,231.006287,
Sample,30/09/2024 20:09,23,9365696,5.401466,8388477,0.038687,12178833,18.478951,3240859,1.057535,140.459991,114.300003,115.49491,,0.767335,,230.989822,
Sample,30/09/2024 20:09,23,9365642,5.401169,8388483,0.03872,12178838,18.478894,3240825,1.057524,140.449997,113,115.486691,,0.767164,,230.973389,
Sample,30/09/2024 20:10,23,9365930,5.402752,8388479,0.038698,12178929,18.477857,3240940,1.057561,140.410004,113.599998,115.453803,,0.767742,,230.907608,
Sample,30/09/2024 20:10,23,9365803,5.402054,8388478,0.038692,12178864,18.478598,3240822,1.057523,140.399994,112.699997,115.445572,,0.767149,,230.891144,
Sample,30/09/2024 20:10,23,9365729,5.401647,8388481,0.038709,12178840,18.478872,3240893,1.057546,140.389999,112.900002,115.437353,,0.767506,,230.87471,
Sample,30/09/2024 20:10,23,9365689,5.401427,8388480,0.038703,12178812,18.479191,3240824,1.057523,140.369995,114.199997,115.420902,,0.767159,,230.841812,
Sample,30/09/2024 20:10,23,9365650,5.401213,8388478,0.038692,12178825,18.479043,3240935,1.05756,140.360001,113.300003,115.412683,,0.767717,,230.825363,
Sample,30/09/2024 20:10,23,9365914,5.402664,8388481,0.038709,12178895,18.478244,3240967,1.05757,140.339996,114,115.396233,,0.767878,,230.792465,
Sample,30/09/2024 20:10,23,9365786,5.401961,8388485,0.038731,12178835,18.478929,3240889,1.057545,140.330002,113,115.388014,,0.767486,,230.776031,
Sample,30/09/2024 20:10,23,9365719,5.401592,8388482,0.038714,12178812,18.479191,3240881,1.057542,140.319992,113,115.379783,,0.767446,,230.759567,
Sample,30/09/2024 20:10,23,9365672,5.401334,8388478,0.038692,12178802,18.479305,3240957,1.057567,140.330002,113.900002,115.388014,,0.767828,,230.776031,
Sample,30/09/2024 20:10,23,9365635,5.40113,8388480,0.038703,12178799,18.479339,3240885,1.057543,140.330002,114,115.388014,,0.767466,,230.776031,
Sample,30/09/2024 20:10,23,9365906,5.40262,8388480,0.038703,12178882,18.478393,3240757,1.057501,140.350006,113.5,115.404465,,0.766822,,230.808929,
Sample,30/09/2024 20:10,23,9365775,5.4019,8388479,0.038698,12178818,18.479123,3240863,1.057536,140.360001,113.800003,115.412683,,0.767355,,230.825363,
Sample,30/09/2024 20:10,23,9365698,5.401477,8388478,0.038692,12178789,18.479453,3240927,1.057557,140.350006,112.400002,115.404465,,0.767677,,230.808929,
Sample,30/09/2024 20:10,23,9365649,5.401207,8388480,0.038703,12178780,18.479556,3240913,1.057552,140.350006,113.599998,115.404465,,0.767607,,230.808929,
Sample,30/09/2024 20:10,23,9365614,5.401015,8388478,0.038692,12178771,18.479659,3240936,1.05756,140.360001,114.599998,115.412683,,0.767722,,230.825363,
Sample,30/09/2024 20:10,23,9365903,5.402604,8388477,0.038687,12178853,18.478723,3240897,1.057547,140.399994,115.199997,115.445572,,0.767526,,230.891144,
Sample,30/09/2024 20:10,23,9365766,5.401851,8388480,0.038703,12178796,18.479373,3240919,1.057554,140.389999,113.5,115.437353,,0.767637,,230.87471,
Sample,30/09/2024 20:10,23,9365697,5.401471,8388479,0.038698,12178773,18.479636,3240986,1.057576,140.380005,113.300003,115.429134,,0.767974,,230.858261,
Sample,30/09/2024 20:10,23,9365642,5.401169,8388482,0.038714,12178773,18.479636,3240838,1.057528,140.389999,112.400002,115.437353,,0.767229,,230.87471,
Sample,30/09/2024 20:10,23,9365600,5.400938,8388481,0.038709,12178753,18.479864,3240917,1.057554,140.410004,114.400002,115.453803,,0.767627,,230.907608,
Sample,30/09/2024 20:10,23,9365873,5.402439,8388480,0.038703,12178839,18.478883,3240774,1.057507,140.430008,112.900002,115.470254,,0.766907,,230.940506,
Sample,30/09/2024 20:10,23,9365749,5.401757,8388479,0.038698,12178773,18.479636,3240669,1.057472,140.430008,115,115.470254,,0.766379,,230.940506,
Sample,30/09/2024 20:10,23,9365683,5.401394,8388487,0.038742,12178750,18.479898,3240539,1.05743,140.419998,113.199997,115.462022,,0.765725,,230.924042,
Sample,30/09/2024 20:10,23,9365621,5.401053,8388479,0.038698,12178760,18.479784,3240520,1.057423,140.410004,112.099998,115.453803,,0.765629,,230.907608,
Sample,30/09/2024 20:10,23,9365592,5.400894,8388478,0.038692,12178726,18.480172,3240517,1.057422,140.410004,112.800003,115.453803,,0.765614,,230.907608,
Sample,30/09/2024 20:10,23,9365861,5.402373,8388480,0.038703,12178813,18.47918,3240639,1.057462,140.419998,113.800003,115.462022,,0.766228,,230.924042,
Sample,30/09/2024 20:10,23,9365730,5.401653,8388481,0.038709,12178754,18.479853,3240623,1.057457,140.380005,112.599998,115.429134,,0.766148,,230.858261,
Sample,30/09/2024 20:10,23,9365677,5.401361,8388480,0.038703,12178738,18.480035,3240736,1.057494,140.389999,112.599998,115.437353,,0.766716,,230.87471,
Sample,30/09/2024 20:10,23,9365618,5.401037,8388483,0.03872,12178703,18.480434,3240750,1.057499,140.399994,114.099998,115.445572,,0.766787,,230.891144,
Sample,30/09/2024 20:10,23,9365576,5.400806,8388477,0.038687,12178724,18.480195,3240730,1.057492,140.399994,113.400002,115.445572,,0.766686,,230.891144,
Sample,30/09/2024 20:11,23,9365851,5.402318,8388478,0.038692,12178792,18.479419,3240932,1.057559,140.380005,116.5,115.429134,,0.767702,,230.858261,
Sample,30/09/2024 20:11,23,9365720,5.401598,8388480,0.038703,12178742,18.479989,3240868,1.057538,140.380005,114.599998,115.429134,,0.76738,,230.858261,
Sample,30/09/2024 20:11,23,9365657,5.401251,8388480,0.038703,12178699,18.48048,3240850,1.057532,140.399994,114.599998,115.445572,,0.76729,,230.891144,
Sample,30/09/2024 20:11,23,9365604,5.40096,8388481,0.038709,12178706,18.4804,3240920,1.057555,140.399994,114.199997,115.445572,,0.767642,,230.891144,
Sample,30/09/2024 20:11,23,9365562,5.400729,8388480,0.038703,12178694,18.480537,3240790,1.057512,140.389999,112.5,115.437353,,0.766988,,230.87471,
Sample,30/09/2024 20:11,23,9365831,5.402208,8388479,0.038698,12178789,18.479453,3240694,1.05748,140.380005,115,115.429134,,0.766505,,230.858261,
Sample,30/09/2024 20:11,23,9365706,5.401521,8388478,0.038692,12178706,18.4804,3240705,1.057484,140.389999,113.300003,115.437353,,0.76656,,230.87471,
Sample,30/09/2024 20:11,23,9365639,5.401152,8388485,0.038731,12178701,18.480457,3240689,1.057479,140.369995,112.400002,115.420902,,0.76648,,230.841812,
Sample,30/09/2024 20:11,23,9365594,5.400905,8388477,0.038687,12178688,18.480605,3240795,1.057514,140.369995,114,115.420902,,0.767013,,230.841812,
Sample,30/09/2024 20:11,23,9365555,5.400691,8388478,0.038692,12178678,18.480719,3240806,1.057517,140.380005,113.199997,115.429134,,0.767068,,230.858261,
Sample,30/09/2024 20:11,23,9365819,5.402142,8388479,0.038698,12178756,18.47983,3240707,1.057485,140.380005,112.699997,115.429134,,0.76657,,230.858261,
Sample,30/09/2024 20:11,23,9365701,5.401493,8388481,0.038709,12178697,18.480503,3240780,1.057509,140.369995,115.099998,115.420902,,0.766938,,230.841812,
Sample,30/09/2024 20:11,23,9365623,5.401064,8388481,0.038709,12178680,18.480697,3240872,1.057539,140.369995,116.699997,115.420902,,0.7674,,230.841812,
Sample,30/09/2024 20:11,23,9365575,5.400801,8388486,0.038736,12178657,18.480959,3240793,1.057513,140.360001,113.400002,115.412683,,0.767003,,230.825363,
Sample,30/09/2024 20:11,23,9365534,5.400575,8388481,0.038709,12178656,18.48097,3240677,1.057475,140.350006,112.099998,115.404465,,0.766419,,230.808929,
Sample,30/09/2024 20:11,23,9365813,5.402109,8388480,0.038703,12178739,18.480024,3240859,1.057535,140.380005,112.5,115.429134,,0.767335,,230.858261,
Sample,30/09/2024 20:11,23,9365680,5.401378,8388482,0.038714,12178662,18.480902,3240721,1.057489,140.380005,113.199997,115.429134,,0.766641,,230.858261,
Sample,30/09/2024 20:11,23,9365609,5.400987,8388477,0.038687,12178652,18.481016,3240776,1.057507,140.369995,112.5,115.420902,,0.766917,,230.841812,
Sample,30/09/2024 20:11,23,9365564,5.40074,8388476,0.038681,12178643,18.481119,3240712,1.057486,140.380005,113.800003,115.429134,,0.766595,,230.858261,
Sample,30/09/2024 20:11,23,9365514,5.400465,8388478,0.038692,12178642,18.48113,3240742,1.057496,140.380005,112.800003,115.429134,,0.766746,,230.858261,
Sample,30/09/2024 20:11,23,9365795,5.40201,8388479,0.038698,12178712,18.480332,3240728,1.057492,140.330002,115.400002,115.388014,,0.766676,,230.776031,
Sample,30/09/2024 20:11,23,9365669,5.401317,8388476,0.038681,12178661,18.480913,3240636,1.057461,140.339996,113.300003,115.396233,,0.766213,,230.792465,
Sample,30/09/2024 20:11,23,9365592,5.400894,8388485,0.038731,12178624,18.481335,3240630,1.057459,140.339996,113.800003,115.396233,,0.766183,,230.792465,
Sample,30/09/2024 20:11,23,9365545,5.400636,8388475,0.038676,12178623,18.481347,3240712,1.057486,140.330002,114.400002,115.388014,,0.766595,,230.776031,
Sample,30/09/2024 20:11,23,9365510,5.400443,8388480,0.038703,12178612,18.481472,3240706,1.057484,140.330002,113.699997,115.388014,,0.766565,,230.776031,
Sample,30/09/2024 20:11,23,9365783,5.401944,8388478,0.038692,12178709,18.480366,3240796,1.057514,140.309998,110.900002,115.371564,,0.767018,,230.743134,
Sample,30/09/2024 20:11,23,9365651,5.401218,8388481,0.038709,12178632,18.481244,3240731,1.057493,140.309998,116.599998,115.371564,,0.766691,,230.743134,
Sample,30/09/2024 20:11,23,9365588,5.400872,8388479,0.038698,12178611,18.481484,3240764,1.057503,140.309998,114.400002,115.371564,,0.766857,,230.743134,
Sample,30/09/2024 20:11,23,9365537,5.400592,8388478,0.038692,12178598,18.481632,3240720,1.057489,140.319992,113.300003,115.379783,,0.766636,,230.759567,
Sample,30/09/2024 20:11,23,9365491,5.400339,8388488,0.038747,12178588,18.481746,3248901,1.060178,140.459991,114.599998,115.49491,,0.807561,,230.989822,
Sample,30/09/2024 20:12,23,9365759,5.401812,8388479,0.038698,12178586,18.481769,3130256,1.021182,33.291,1756.800049,1571.864156,,0.151874,,3143.728271,
Sample,30/09/2024 20:12,23,9365637,5.401141,8388481,0.038709,12178439,18.483445,3130107,1.021133,183.850006,2188.699951,1936.931827,,0.150938,,3873.86377,
Sample,30/09/2024 20:12,23,9365572,5.400784,8388477,0.038687,12178385,18.484061,3130181,1.021158,141.069992,2320,2047.914494,,0.151403,,4095.829102,
Sample,30/09/2024 20:12,23,9365506,5.400421,8388480,0.038703,12178499,18.482761,3130108,1.021134,60.060997,2291.199951,2023.570967,,0.150944,,4047.141846,
Sample,30/09/2024 20:12,23,9365452,5.400124,8388477,0.038687,12180514,18.45978,3130259,1.021183,93.374008,2298.5,2029.741406,,0.151893,,4059.48291,
Sample,30/09/2024 20:12,23,9365735,5.40168,8388478,0.038692,12192172,18.326893,3131966,1.021744,41.336002,2313.399902,2042.335696,,0.162586,,4084.671387,
Sample,30/09/2024 20:12,23,9365605,5.400965,8388475,0.038676,12191795,18.331188,3131860,1.021709,44.272999,2327.300049,2054.084932,,0.161923,,4108.169922,
Sample,30/09/2024 20:12,23,9365518,5.400487,8388482,0.038714,12191285,18.336999,3131899,1.021722,45.639,2324.800049,2051.971782,,0.162167,,4103.943359,
Sample,30/09/2024 20:12,23,9365465,5.400196,8388475,0.038676,12190732,18.343301,3131901,1.021723,41.337002,2323.399902,2050.788295,,0.16218,,4101.57666,
Sample,30/09/2024 20:12,23,9365452,5.400124,8388478,0.038692,12190140,18.350047,3131882,1.021717,40.260002,2324.300049,2051.549152,,0.162061,,4103.098145,
Sample,30/09/2024 20:12,23,9365728,5.401642,8388481,0.038709,12187833,18.376338,3131956,1.021741,37.666,2309.199951,2038.785645,,0.162523,,4077.571289,
Sample,30/09/2024 20:12,23,9365580,5.400828,8388480,0.038703,12187453,18.380669,3131940,1.021736,37.618,2307.300049,2037.179734,,0.162423,,4074.359375,
